,명사,중복횟수,총조회수,총추천수
32891,이징,4,79492.0,587.0
18926,심려,3,79489.0,661.0
26395,상국,3,79481.0,794.0
23506,전열보병,3,79479.0,1024.0
33327,레인보우식스,2,79478.0,455.0
16476,최태준,2,79477.0,253.0
9474,발자취,5,79474.0,1020.0
18230,이서영,1,79468.0,1305.0
23204,파경,1,79464.0,799.0
11299,차삿다,1,79461.0,309.0
22682,공청회,3,79459.0,1101.0
16473,무죄판결,2,79457.0,1402.0
18506,아루,2,79400.0,1135.0
34119,국결남,2,79386.0,1808.0
28968,시모노세키,7,79384.0,363.0
40806,흑운,1,79376.0,1015.0
15503,추어탕,3,79357.0,592.0
19532,뷔패간데,1,79354.0,1135.0
8987,삘나,1,79352.0,83.0
28514,오타루,7,79340.0,241.0
26078,엣헴엣헴,2,79336.0,611.0
29455,트랜드,2,79335.0,399.0
39208,화낼,2,79333.0,800.0
17386,곤충학자,1,79323.0,1077.0
18300,솔져,1,79323.0,1461.0
15107,셰익스피어,2,79300.0,334.0
29483,세리에,4,79296.0,1625.0
2096,애리조나,5,79272.0,542.0
8207,진주시,2,79271.0,928.0
35945,좆목,2,79271.0,902.0
14407,체풀,1,79261.0,632.0
27495,유언비어,3,79238.0,1246.0
31198,이기자부대,2,79234.0,1244.0
17074,김선,3,79234.0,511.0
13575,초대장,2,79231.0,375.0
6383,모나코,3,79230.0,496.0
17753,예보,2,79230.0,188.0
26130,간조,2,79213.0,1383.0
39189,불경기,2,79206.0,362.0
34141,명마,3,79203.0,589.0
41642,수빈,1,79193.0,567.0
33084,영유,3,79192.0,677.0
20336,이재오,3,79186.0,1372.0
21394,접사,6,79185.0,390.0
21096,인멸,3,79185.0,660.0
14439,파니,2,79175.0,704.0
40566,뱅크시,3,79174.0,189.0
33226,꿈틀,2,79172.0,231.0
32570,뒷골목,1,79162.0,148.0
40820,메랜,4,79151.0,468.0
30246,리신,2,79145.0,985.0
18064,성모,2,79131.0,1619.0
41486,스냅드래곤,3,79126.0,889.0
15024,떳음,2,79123.0,1263.0
7557,미래에셋,3,79118.0,240.0
29825,마취제,2,79114.0,747.0
23896,백합물,1,79104.0,380.0
19969,승호,4,79099.0,2968.0
33448,두리,3,79089.0,423.0
28601,다감,2,79070.0,500.0
18688,이용만,1,79070.0,911.0
36298,식이요법,2,79066.0,154.0
1932,전붕,3,79063.0,640.0
35849,챔피언십,5,79062.0,515.0
34572,나락갔던,2,79053.0,484.0
23693,텔레포트,2,79046.0,744.0
25557,극빈,1,79035.0,450.0
23027,오믈렛,3,79009.0,1260.0
17622,스페츠나츠,3,79008.0,924.0
20421,김아랑,1,79005.0,641.0
5697,중국몽,2,78992.0,1197.0
34090,덧,2,78974.0,1135.0
17444,오합지졸,1,78971.0,1253.0
36756,중동전쟁,3,78969.0,538.0
16704,방송업,1,78945.0,2338.0
15264,블랙이글스,5,78940.0,373.0
11856,분탕짓,2,78937.0,1143.0
8182,미술품,3,78924.0,259.0
7935,한진,2,78907.0,532.0
9569,서렌더,1,78901.0,1202.0
21993,오른손,1,78900.0,2066.0
17838,기원전,2,78894.0,1384.0
12812,새끼고양이,3,78893.0,507.0
32974,켄싱턴,2,78880.0,593.0
18603,인형사,2,78869.0,1025.0
40117,응급의학,3,78864.0,468.0
10952,허난성,3,78858.0,1042.0
17559,손배,3,78853.0,1210.0
31902,쌖끈하,2,78845.0,1280.0
5890,떴긔,3,78844.0,807.0
9083,헬스했다,1,78835.0,112.0
14298,레시,3,78828.0,820.0
10558,공룡능선,7,78827.0,526.0
17996,레플,4,78822.0,349.0
37582,혔,2,78820.0,286.0
1229,광석,3,78816.0,885.0
36130,민경훈,2,78812.0,578.0
19522,송이버섯,1,78799.0,848.0
10897,설법,3,78796.0,740.0
34242,옾수니,1,78793.0,677.0
34866,쭉빵녀,2,78791.0,516.0
18853,저혈압,1,78790.0,553.0
23261,단행,4,78789.0,967.0
18021,콘만듬,1,78769.0,631.0
37407,꽃제비,2,78764.0,460.0
18349,판녀촌,1,78729.0,1429.0
23072,호빠옵들,1,78715.0,595.0
37464,자립,5,78700.0,758.0
22255,이상헌,3,78686.0,1903.0
33776,철렁,2,78681.0,191.0
35698,아스피,4,78675.0,724.0
16814,트레블,4,78674.0,982.0
12189,돗,3,78673.0,850.0
29823,모멘트,2,78669.0,1701.0
15437,욘,2,78660.0,1261.0
23088,양산시,1,78659.0,1555.0
23153,팔당댐,2,78651.0,882.0
40741,별꼴,1,78648.0,322.0
17205,유한,2,78643.0,664.0
4052,틴바,2,78636.0,120.0
37351,신은경,2,78622.0,103.0
13247,창사,2,78596.0,1086.0
34140,윤정수,2,78595.0,611.0
10937,공국,2,78584.0,978.0
13616,양조위,2,78573.0,1146.0
2707,마피아게임,4,78565.0,842.0
33561,노인도,2,78561.0,1205.0
26610,혼례복,3,78550.0,375.0
23075,회초리,1,78546.0,578.0
22237,진퉁,1,78538.0,431.0
27183,이케부쿠로,3,78533.0,889.0
24034,입실,2,78517.0,762.0
22328,국어학,1,78515.0,861.0
22496,체고,1,78509.0,122.0
22490,촉수,3,78508.0,903.0
13458,메이킹,2,78495.0,879.0
15822,답례,3,78492.0,675.0
33324,가쓰오부시,2,78480.0,684.0
15773,마트료시카,3,78478.0,587.0
26375,실언,3,78474.0,626.0
32475,건빵,3,78463.0,360.0
16268,당구,2,78448.0,191.0
2020,증폭,3,78438.0,647.0
23993,보문,2,78438.0,972.0
40575,안은진,3,78432.0,56.0
28758,특촬,3,78430.0,559.0
2115,연막탄,3,78430.0,468.0
16515,잡화,2,78422.0,462.0
11361,중일전쟁,1,78421.0,1058.0
16740,배치도,1,78421.0,796.0
26809,인물사진,5,78407.0,538.0
23893,녀신,2,78406.0,925.0
28723,꼴릿하놐,1,78401.0,662.0
31072,조일,3,78401.0,474.0
37542,김남일,3,78394.0,1088.0
16850,무드등,6,78387.0,963.0
3854,치바,5,78385.0,723.0
28610,광전사,3,78382.0,970.0
19614,발바닥,3,78374.0,698.0
20395,모듬,2,78366.0,747.0
27177,골렘,5,78355.0,316.0
25475,물살,3,78354.0,416.0
3595,조작논란,2,78343.0,1044.0
23842,위장취업,1,78341.0,864.0
8333,외투,2,78329.0,941.0
19675,빈축,2,78327.0,558.0
16324,철붕,2,78315.0,693.0
17819,역모,1,78310.0,685.0
7546,음산,3,78308.0,629.0
30888,금융감독원,3,78307.0,749.0
13452,띄우기,2,78301.0,867.0
25308,정속,3,78293.0,790.0
19332,지프,5,78249.0,474.0
30545,특수분장,2,78242.0,380.0
25751,멋쟁이,1,78240.0,2026.0
13625,트랙터,2,78220.0,477.0
19526,단원,2,78215.0,738.0
26455,하코네,9,78201.0,535.0
29506,글김,2,78164.0,174.0
23213,이툰,2,78154.0,1406.0
8357,김진,3,78132.0,722.0
15317,지론,1,78125.0,1118.0
14506,던킨,2,78103.0,685.0
12380,나랏빚,2,78098.0,1041.0
27730,기준금리,4,78086.0,755.0
2478,렷,4,78076.0,893.0
26490,일각,4,78075.0,917.0
20882,막판,4,78075.0,1718.0
27599,헬스애,1,78061.0,695.0
22653,회병,1,78056.0,2848.0
13893,유기묘,2,78056.0,764.0
24216,돗돔,2,78045.0,969.0
29618,낫토,4,78044.0,634.0
31811,루머해명,2,78038.0,554.0
36753,점바점,2,78035.0,739.0
24116,빵함,1,78023.0,452.0
39217,맘껏,2,78020.0,552.0
34753,아사쿠사,6,78015.0,417.0
12243,임용고시,2,78011.0,367.0
11389,겨드랑내,1,77998.0,884.0
14592,해방촌,6,77985.0,228.0
6338,군청,3,77982.0,844.0
31271,밥솥,3,77978.0,641.0
35904,건배,2,77978.0,385.0
21110,재편,3,77974.0,1187.0
1808,롤붕이들,2,77964.0,752.0
21732,러뽕,2,77942.0,479.0
6226,아라가,2,77932.0,277.0
26472,저크,2,77925.0,703.0
19934,스팸촌,1,77917.0,569.0
22204,짜파구리,1,77913.0,2602.0
30831,하리수,2,77902.0,976.0
21181,자연환경,3,77899.0,603.0
17384,봊초,1,77894.0,1828.0
23163,푸파,3,77877.0,405.0
38643,교토대,2,77866.0,1377.0
19649,닌갤,2,77830.0,458.0
36453,김도,1,77807.0,583.0
35982,보쥐,2,77806.0,990.0
14965,치질,2,77794.0,722.0
34871,점차,2,77777.0,1829.0
16400,역수출,1,77777.0,837.0
19904,배덕배덕,1,77749.0,404.0
15756,쌤통,2,77749.0,493.0
1104,카톡대화,2,77747.0,890.0
39828,랍니,2,77746.0,592.0
1814,보노,3,77745.0,826.0
40630,뱀뱀,2,77737.0,266.0
27933,킹반,3,77733.0,660.0
10570,마시멜로,2,77732.0,839.0
15434,유니섹스,1,77730.0,668.0
27453,중시,2,77725.0,1242.0
15966,엄폐,1,77720.0,1126.0
2273,서피스,3,77713.0,359.0
29545,봉제,2,77710.0,890.0
36469,원동력,3,77709.0,1008.0
38654,히치하이커,11,77696.0,364.0
20084,사막화,1,77694.0,613.0
15000,수녀원,1,77678.0,804.0
11875,핫바,1,77660.0,645.0
14154,똘끼,1,77658.0,296.0
33486,성전환수술,2,77654.0,847.0
27016,자학,2,77626.0,740.0
27216,일조,2,77626.0,1579.0
11490,러스,2,77625.0,377.0
28508,식도염,2,77624.0,946.0
26379,예외,4,77616.0,865.0
7049,여심,2,77608.0,1126.0
13896,쥐포,2,77600.0,947.0
16055,왕위,2,77599.0,492.0
3645,젠이츠,3,77598.0,668.0
24664,하이엔드,4,77593.0,368.0
14167,개생키,1,77592.0,875.0
14168,쳐봣다,1,77592.0,875.0
31761,사기죄,3,77591.0,569.0
21694,정정당당,1,77577.0,965.0
11297,랟,1,77564.0,1665.0
22229,임은정,2,77560.0,1328.0
22221,현판,2,77549.0,1092.0
33393,수탐,2,77545.0,845.0
14596,화신,4,77541.0,581.0
25737,헤리,2,77540.0,592.0
34351,해수어,4,77527.0,237.0
30072,고소공포증,2,77523.0,348.0
39831,생활기록부,2,77518.0,522.0
32959,매표소,1,77503.0,854.0
18827,히든싱어,2,77486.0,296.0
31171,스쿨,2,77483.0,482.0
25109,백주,2,77482.0,606.0
14960,새색시,2,77480.0,703.0
6318,댕청,1,77476.0,429.0
14526,연애상대,1,77473.0,523.0
36352,시간탐험대,3,77467.0,839.0
23898,짐바브웨,2,77445.0,567.0
39109,남창희,2,77423.0,139.0
20358,야마하,7,77422.0,471.0
24154,리옹,4,77394.0,456.0
22551,뷰붕,1,77389.0,669.0
32760,타이타닉호,2,77381.0,699.0
17601,탯줄,2,77376.0,717.0
29924,균형발전,3,77324.0,766.0
21259,병역법,1,77322.0,901.0
29728,회전초밥집,2,77292.0,940.0
15670,기붕,2,77292.0,667.0
29922,군사학,2,77285.0,1341.0
26309,셀링,2,77278.0,419.0
9955,순페,2,77268.0,999.0
26974,헬갤러,2,77263.0,750.0
19719,잡탕,5,77260.0,377.0
16618,법관,2,77254.0,1170.0
19799,루스끼,2,77250.0,643.0
9384,윤창,2,77246.0,1484.0
8622,타이산,1,77244.0,884.0
28389,인점,2,77244.0,911.0
29865,삥땅,2,77241.0,788.0
35303,국무당,1,77239.0,1856.0
14939,설파,1,77235.0,1364.0
30120,급행,3,77233.0,407.0
41747,다듀,2,77232.0,136.0
16988,힙붕,2,77231.0,679.0
8566,마재윤,1,77221.0,547.0
25137,어니언,4,77212.0,415.0
15269,삼각,3,77209.0,524.0
24970,산짐승,2,77206.0,1126.0
22661,김경률,3,77199.0,1260.0
16877,프란츠,2,77186.0,962.0
16878,카프카,2,77186.0,962.0
11251,정령,4,77139.0,956.0
7369,리한나,3,77137.0,416.0
21754,석희,1,77131.0,2462.0
38867,수평,2,77125.0,555.0
17282,훌리건,2,77118.0,798.0
33348,각방,2,77082.0,224.0
37548,젠슨,2,77082.0,571.0
5643,손정,3,77082.0,288.0
16966,기념비,3,77077.0,1037.0
31661,노동계,3,77076.0,436.0
37843,주걱턱,1,77075.0,671.0
3582,최석화,2,77063.0,282.0
30793,던전앤드래곤,3,77063.0,462.0
13271,다키마쿠라,2,77046.0,728.0
16621,식감,1,77042.0,399.0
19274,사과글,2,77019.0,1260.0
24174,오나라,1,77016.0,1027.0
13808,깜찍깜찍,2,77008.0,863.0
21870,휑,1,76993.0,990.0
40468,침식,1,76984.0,471.0
28378,알뜰,3,76965.0,345.0
18351,조코비치,2,76960.0,739.0
11418,깜찍,1,76955.0,1139.0
30079,랜딩,3,76945.0,589.0
3602,덩크,2,76943.0,539.0
20309,스트라이커,2,76937.0,1511.0
3143,윤의철,3,76920.0,589.0
16929,신의진,2,76909.0,1444.0
20147,동거인,1,76900.0,946.0
37805,부웅,3,76896.0,255.0
20911,당초,2,76894.0,722.0
26784,피셜떴다,1,76884.0,276.0
18504,배곧,2,76884.0,985.0
26403,천재견,2,76878.0,1061.0
33757,해괴,2,76876.0,1351.0
23367,영문,3,76875.0,792.0
14919,욤,3,76868.0,1016.0
32378,콘스탄티노폴리스,2,76863.0,388.0
38987,삽자루,2,76857.0,1722.0
26873,이갈이,2,76849.0,520.0
20720,혼선,4,76834.0,741.0
32893,우파루파,2,76826.0,323.0
18992,청단,2,76825.0,1702.0
28408,삼각지역,3,76823.0,1209.0
21533,지선,3,76820.0,987.0
25536,마려워,4,76817.0,535.0
31780,버프,2,76801.0,721.0
17306,내력,2,76796.0,1539.0
12420,소전,4,76792.0,663.0
34594,신흥종교,2,76788.0,600.0
26975,수수,6,76786.0,1304.0
25919,국조,5,76766.0,1429.0
27810,비시,2,76765.0,1969.0
23942,지난달,4,76762.0,879.0
22044,아동복지법,2,76756.0,2579.0
31002,여름밤,3,76744.0,571.0
27171,쇼니,3,76743.0,1222.0
25738,판타스틱,3,76742.0,589.0
16732,방책,1,76730.0,932.0
19784,무광,3,76724.0,630.0
7941,쥰나,2,76717.0,550.0
24882,소시,2,76697.0,1112.0
37562,그린벨트,3,76688.0,321.0
6201,강성범,2,76680.0,1354.0
21117,레지나,2,76677.0,1037.0
39540,음악정보,7,76677.0,271.0
4709,찹쌀떡,3,76672.0,943.0
29319,산모,3,76669.0,1012.0
28385,부왘,1,76656.0,354.0
22383,각색,3,76650.0,865.0
21263,콩쿠르,2,76649.0,1279.0
30182,인붕이,9,76649.0,383.0
39319,자제력,1,76649.0,723.0
32352,못친소,2,76638.0,414.0
10540,어용,2,76635.0,1593.0
31147,왕태자,1,76622.0,1205.0
32086,절연,3,76610.0,808.0
31421,무승부,2,76608.0,976.0
7023,뭐긔,1,76605.0,1830.0
23940,퐁퐁계,1,76602.0,841.0
19533,부분열,2,76592.0,2009.0
27747,온건,2,76590.0,1192.0
8296,셰퍼드,2,76588.0,895.0
20969,쪼가리,3,76580.0,489.0
28800,스누피,3,76568.0,868.0
37963,꽃집,4,76566.0,481.0
35767,반신,2,76559.0,1354.0
14086,댄싱,3,76523.0,1176.0
9555,매직미러,1,76516.0,455.0
26234,엣날,1,76512.0,1013.0
30160,가타카,2,76501.0,613.0
18654,김지유,2,76500.0,683.0
28832,한동화,1,76500.0,302.0
11773,금토,3,76487.0,453.0
7451,전자랜드,3,76482.0,260.0
12849,폰겜섭종,1,76477.0,472.0
10924,식별,2,76477.0,834.0
15964,판년,1,76476.0,847.0
15965,혼좀,1,76476.0,847.0
24800,요크셔테리어,2,76476.0,771.0
37520,모야,1,76468.0,375.0
3899,리바이스,3,76468.0,240.0
29301,코리아타운,3,76462.0,640.0
19735,느타리,1,76459.0,937.0
15899,포샵,2,76453.0,878.0
35928,청룡영화제,2,76424.0,296.0
23593,석궁,2,76418.0,1009.0
10229,토우,6,76416.0,812.0
37930,성적매력,1,76412.0,355.0
30523,굴려,2,76407.0,366.0
17412,등분,2,76398.0,702.0
29611,탈피,2,76393.0,811.0
19168,띵지머,1,76391.0,1115.0
25498,상놈,2,76386.0,903.0
32499,바둑이,2,76381.0,330.0
25676,위구르인,2,76369.0,1543.0
11435,전집,3,76356.0,608.0
24008,삼전도,2,76353.0,734.0
12534,품사,1,76340.0,1168.0
37400,서귀포,3,76320.0,517.0
31510,만화카페,1,76311.0,361.0
3788,큰누나,2,76311.0,600.0
26196,하쿠슈,8,76305.0,279.0
23574,베뉴,1,76282.0,1019.0
34558,클랜,6,76277.0,755.0
30530,셀소,1,76273.0,475.0
28975,부영,3,76267.0,721.0
4851,뾰,3,76254.0,1352.0
16153,패리스,2,76246.0,208.0
18703,무공,3,76228.0,704.0
25717,그레이스,4,76227.0,598.0
41519,노벨화학상,2,76225.0,407.0
28656,고려사,2,76220.0,513.0
29779,박상민,2,76193.0,833.0
27892,크루즈선,3,76190.0,530.0
24756,기음붕,4,76186.0,279.0
20663,해독제,1,76184.0,582.0
29230,도벽,1,76171.0,1364.0
27077,폐병,2,76148.0,1293.0
28151,현혹,3,76145.0,1037.0
9582,티머니,1,76142.0,621.0
26459,자소,3,76141.0,806.0
30168,완전체,3,76136.0,475.0
32594,파카,2,76105.0,953.0
14292,서남,1,76090.0,762.0
16504,수산,5,76089.0,516.0
22220,아뇨,1,76079.0,2965.0
38609,리헨즈,2,76078.0,867.0
156,다이노스,5,76075.0,577.0
40013,넷사세,1,76069.0,1208.0
34319,조총련,5,76059.0,2603.0
22390,게리,6,76053.0,372.0
37324,기성,3,76049.0,2095.0
28031,꿀팁촌,1,76044.0,586.0
14867,되풀이,3,76039.0,698.0
22501,오코노미야끼,2,76038.0,546.0
31624,노동절,4,76016.0,426.0
40067,슬기,2,76013.0,240.0
29565,빈단,2,76009.0,1368.0
10335,김승연,4,76006.0,1190.0
2764,수냉,3,75993.0,401.0
16018,쾌걸,2,75981.0,1057.0
24028,소득세,3,75977.0,1285.0
29664,마천루,4,75976.0,653.0
19562,폐쇄됨,1,75974.0,1201.0
21764,캐논,11,75964.0,261.0
15987,명륜,1,75964.0,811.0
20040,하카타,5,75961.0,451.0
15944,친곳,1,75941.0,535.0
20617,호다닥,1,75941.0,2252.0
8594,무례,3,75934.0,1450.0
17898,캣츠,1,75910.0,982.0
25905,혐한유튜버,1,75910.0,1002.0
18695,우연이,1,75901.0,1086.0
26561,게이바,2,75900.0,298.0
31645,꼭꼭,3,75875.0,560.0
10336,딜찍누,1,75873.0,258.0
19679,하비에르,2,75858.0,725.0
19680,바르뎀,2,75858.0,725.0
21163,것임,1,75856.0,1339.0
21455,파로,1,75853.0,1790.0
21904,철통,3,75847.0,754.0
10657,택지,3,75846.0,1672.0
16387,탄복,2,75845.0,951.0
9788,그남자,2,75844.0,391.0
3895,서새봄,1,75843.0,407.0
35035,츤데레,3,75841.0,437.0
27093,스모커,3,75838.0,688.0
9917,가스나,1,75838.0,1070.0
5210,판단력,2,75833.0,834.0
20041,스랑,2,75785.0,478.0
34913,이덕화,2,75780.0,1072.0
29185,브래드,2,75780.0,619.0
30689,찐따,1,75778.0,767.0
24026,쟁반,1,75770.0,799.0
30383,윤대협,2,75764.0,864.0
27148,구절,2,75753.0,598.0
31471,스모그,3,75753.0,765.0
13921,천운,2,75742.0,498.0
23595,레진코믹스,1,75730.0,855.0
30659,패미컴,5,75717.0,334.0
31598,검진,2,75708.0,441.0
25766,애런,3,75707.0,435.0
20655,충만,4,75706.0,505.0
11515,훠훠,2,75700.0,1793.0
15042,양조장,4,75684.0,352.0
21744,여소,1,75682.0,936.0
17532,슈톨렌,6,75673.0,667.0
36863,가파르,2,75659.0,485.0
36160,장손녀,1,75636.0,529.0
34957,스무디,2,75630.0,630.0
21062,업장,1,75619.0,292.0
28412,권투,2,75618.0,1483.0
17472,강령,3,75616.0,1176.0
30737,심리치료,2,75604.0,819.0
29417,광역철도,4,75590.0,759.0
37015,지방간,2,75588.0,489.0
18209,김경식,2,75563.0,905.0
30565,펨코남,2,75557.0,1214.0
21539,레기,1,75556.0,1014.0
22073,보궐선거,2,75547.0,1970.0
35090,명상,2,75539.0,166.0
27809,맨하탄,3,75537.0,665.0
19059,지지영,1,75537.0,2273.0
19058,다이쥬,1,75537.0,2273.0
27279,세바스토폴,4,75528.0,572.0
9643,북적,2,75525.0,730.0
22830,꼴갑꼴갑,1,75521.0,1349.0
3383,라쳇,3,75517.0,436.0
34336,어트랙트,4,75487.0,1517.0
22132,낼룸거리,1,75486.0,685.0
24302,애월,2,75479.0,638.0
32213,타율,4,75475.0,792.0
641,키린,3,75472.0,357.0
33205,최준희,2,75467.0,215.0
4856,단편영화,4,75465.0,396.0
5453,문물,2,75461.0,917.0
26895,양안,3,75434.0,892.0
33876,짐꾼,3,75431.0,641.0
35934,픽션,3,75429.0,648.0
28710,기좌,2,75418.0,1867.0
5485,갸,4,75412.0,696.0
22978,나연,1,75407.0,644.0
22105,윤락녀,1,75402.0,571.0
34153,총괄,4,75384.0,848.0
17853,잔악,1,75382.0,972.0
27770,땅콩,5,75367.0,695.0
32511,샤코,3,75366.0,552.0
23743,쏠녀,1,75358.0,930.0
4490,월스트리트,2,75348.0,624.0
19998,체르니히우,2,75336.0,461.0
24044,항해,5,75323.0,546.0
20306,빠저나갈,1,75311.0,1471.0
13547,기상이변,1,75292.0,1965.0
30867,송승헌,3,75289.0,273.0
16138,베어스,4,75289.0,629.0
25061,우보,1,75266.0,703.0
34354,쭈꾸미,2,75254.0,781.0
31635,임영규,2,75245.0,284.0
11152,무신론자,2,75236.0,653.0
32098,진보당,3,75214.0,2211.0
8235,강북,3,75188.0,1728.0
24979,오파츠,5,75187.0,634.0
31824,보편화,3,75180.0,486.0
7268,취재원,1,75177.0,307.0
33296,씨엠,1,75171.0,365.0
34178,오닐,4,75167.0,497.0
15041,좆간,1,75131.0,1221.0
6260,퍼뜨,1,75127.0,994.0
20462,나좀,1,75124.0,700.0
15646,볼품,1,75121.0,1458.0
32815,폭탄주,3,75092.0,292.0
28181,핵탄두,3,75092.0,1193.0
7524,정렬,2,75091.0,543.0
16549,쿠순,1,75086.0,658.0
34763,마닐라,2,75042.0,455.0
16477,단양,6,75031.0,447.0
11932,넥숨,1,75028.0,533.0
21166,천태만상,2,75026.0,507.0
18842,검지,2,75014.0,257.0
27629,집기,4,74964.0,1396.0
10224,서초구청장,1,74961.0,2124.0
21680,고여,1,74954.0,819.0
16586,이문열,2,74950.0,714.0
18738,임의,3,74938.0,796.0
35468,분투,2,74937.0,760.0
28636,캉,5,74918.0,415.0
21258,뭣,4,74918.0,1139.0
17843,보온,1,74903.0,470.0
19810,더욱더,2,74902.0,786.0
15238,커듀맘,1,74885.0,518.0
21528,요시노야,1,74870.0,900.0
21102,외무,3,74867.0,500.0
38403,산악인,3,74852.0,330.0
30130,승낙,2,74847.0,727.0
37380,구판,2,74847.0,837.0
9307,닉넴,1,74838.0,700.0
5933,볼보,3,74827.0,1074.0
40583,체취,2,74813.0,610.0
22081,국가원수,2,74800.0,2409.0
17355,줄기세포,1,74795.0,800.0
28468,냉전시대,3,74785.0,420.0
35270,의병,3,74767.0,704.0
30879,촬영후기,1,74766.0,372.0
21239,양재천,4,74763.0,1261.0
20890,성결대,1,74763.0,1023.0
14754,양부,2,74745.0,532.0
5025,롭붕,3,74745.0,592.0
11355,후원자,2,74742.0,1258.0
20062,샤바,2,74742.0,600.0
30118,쿠마,4,74730.0,794.0
15515,맞힌,1,74721.0,1047.0
23548,탐사보도,2,74713.0,2148.0
12617,리파,3,74708.0,730.0
9125,서지수,2,74705.0,257.0
7264,근육통,2,74694.0,717.0
15873,포시,3,74693.0,796.0
32951,전지윤,2,74644.0,794.0
32950,포미닛,2,74644.0,794.0
9710,혈연,2,74639.0,571.0
17123,짱혐,1,74631.0,1225.0
39863,용변,3,74623.0,356.0
18030,달러화,1,74605.0,570.0
38926,히카리,2,74600.0,261.0
27278,출타,2,74593.0,1176.0
4909,음부,1,74582.0,306.0
21417,농성,4,74575.0,1159.0
15471,꺼드럭거린자,1,74561.0,788.0
34186,한나라,2,74558.0,662.0
29422,죠스,2,74553.0,203.0
36638,설영,2,74551.0,885.0
9754,뿌적뿌,2,74551.0,1118.0
40856,태일,2,74540.0,528.0
16391,좆댕,1,74534.0,628.0
35644,과반수,2,74534.0,1630.0
3159,올빼미,3,74531.0,784.0
37747,류옥,3,74530.0,988.0
24382,배설물,2,74526.0,657.0
7241,청설모,2,74503.0,889.0
37250,곡물,3,74483.0,604.0
36006,민섭,2,74482.0,716.0
29676,컷트,1,74472.0,1175.0
25383,치킨게임,2,74469.0,1212.0
28976,신인식,1,74462.0,785.0
32295,추궁,3,74447.0,1167.0
30717,쿼카,3,74424.0,571.0
4579,디마리아,2,74423.0,1352.0
36467,전야,6,74422.0,462.0
31516,패션센스,2,74420.0,380.0
6644,좆쥐,3,74412.0,643.0
34435,미쓰라진,2,74400.0,1240.0
16399,똥구멍,1,74394.0,677.0
33563,실재,2,74394.0,648.0
3046,한지민,2,74389.0,575.0
26993,마사토끼,7,74386.0,578.0
21786,약화,2,74365.0,1822.0
29948,티오,2,74364.0,362.0
29899,챗봇,3,74360.0,863.0
4747,콤달콤,3,74359.0,467.0
33964,덕지덕지,2,74352.0,822.0
36109,푸르메재단,3,74352.0,1777.0
20778,꾸러기,3,74352.0,598.0
23245,에스토니아,4,74351.0,892.0
27021,리유,4,74344.0,917.0
25642,해전,7,74341.0,446.0
20676,동권,3,74336.0,1396.0
32832,특수문자,1,74336.0,871.0
16239,묘미,1,74331.0,248.0
20451,태의,3,74319.0,505.0
22245,조달,3,74314.0,1033.0
10028,명산,5,74309.0,427.0
21461,블라디미르,2,74296.0,787.0
12303,장기이식,2,74285.0,682.0
34519,게임스컴,5,74280.0,241.0
20097,수압,1,74279.0,618.0
39878,스탭들,2,74278.0,237.0
9074,반중감정,2,74276.0,1337.0
22239,단신,3,74267.0,474.0
13164,아이스커피,1,74267.0,820.0
7897,하반신마비,1,74265.0,272.0
31538,경대,2,74264.0,295.0
26868,단역배우,1,74246.0,353.0
30520,혼성,2,74228.0,328.0
10380,사는덴,1,74222.0,994.0
7114,소라게,2,74221.0,380.0
11646,덕산,1,74210.0,661.0
12738,알뜰살뜰,1,74204.0,1399.0
18346,댈러스,3,74198.0,485.0
13776,귀신의집,1,74189.0,500.0
17873,청주시,1,74171.0,641.0
25288,입직,2,74168.0,618.0
31349,음양,1,74162.0,850.0
25039,헌옷수거함,1,74150.0,813.0
24504,마검,3,74150.0,1774.0
27545,숨결,3,74141.0,1411.0
32243,알편,1,74139.0,538.0
2879,코뼈,3,74137.0,562.0
37071,직상,2,74136.0,760.0
22019,마셜,3,74129.0,749.0
24960,포에버,3,74128.0,430.0
21260,나국,2,74128.0,674.0
23547,복기,4,74125.0,762.0
27926,스뽀츠,2,74121.0,885.0
28045,이상만,1,74112.0,277.0
22580,렴,2,74111.0,353.0
19063,역삼동,2,74104.0,619.0
32356,막내딸,3,74099.0,685.0
11892,어시스턴트,3,74096.0,1070.0
7480,훈훈따뜻,2,74090.0,837.0
36015,플레임,3,74081.0,646.0
28746,지금껏,3,74079.0,572.0
13858,디피충,1,74062.0,764.0
35254,민박,3,74059.0,611.0
29885,무국,2,74050.0,771.0
12311,날씨예보,1,74049.0,212.0
30477,딜박힌,1,74037.0,871.0
27227,짱드,2,74030.0,948.0
20772,태어남,2,74026.0,809.0
12838,임차,3,74015.0,387.0
27562,몰상식,3,74013.0,693.0
29205,후사,2,74011.0,1133.0
34948,진주냉면,2,74007.0,746.0
42006,대니,5,74000.0,321.0
32298,행동지침,3,73999.0,1279.0
23805,쓰레쉬,3,73997.0,519.0
10311,리박사,1,73987.0,1038.0
25253,돈쭐났던,1,73980.0,1053.0
24909,상아,3,73980.0,763.0
10620,계룡시,2,73979.0,591.0
38729,루세,1,73973.0,954.0
38728,희진,1,73973.0,954.0
28345,개줫,1,73968.0,494.0
10445,본분,1,73963.0,84.0
14075,음서,2,73955.0,538.0
26695,언팔,2,73927.0,925.0
19384,파이트클럽,2,73927.0,1102.0
19693,리거,2,73926.0,939.0
30421,황선홍,3,73909.0,834.0
39111,가스실,2,73898.0,527.0
