,명사,중복횟수,총조회수,총추천수
13,싱글벙글,30335,1556983791.0,16550106.0
162,근황,8135,448334538.0,5372012.0
117,이유,6549,326775093.0,4068801.0
409,훌쩍,5171,272509655.0,3257399.0
43,한국,4880,232282988.0,2968355.0
324,일본,4818,207122511.0,2097926.0
274,여자,2515,156624587.0,1859062.0
372,요즘,2030,129242622.0,1426399.0
145,레전드,2190,127018057.0,1589692.0
477,녀,2208,126545444.0,1803220.0
246,남자,1932,113451715.0,1300802.0
142,오늘,2663,108796309.0,1489930.0
120,만화,3412,103434176.0,1145400.0
383,미국,2245,96489750.0,989561.0
559,중국,2181,93926195.0,1232988.0
199,스압,3783,91001257.0,866736.0
196,사건,1990,88373014.0,1168664.0
85,말,1998,87725948.0,1007052.0
202,사람,1888,85951679.0,911623.0
50,게임,1953,84412231.0,828116.0
218,논란,1905,84288084.0,1040974.0
266,안,1699,73359691.0,824807.0
303,후기,2945,70445330.0,563958.0
423,결혼,1343,69366328.0,896789.0
175,세계,1793,68563773.0,657816.0
514,반응,1310,68344742.0,988990.0
328,개,1478,62610077.0,808536.0
185,여성,1247,61329446.0,936942.0
11,진짜,1194,61256514.0,756127.0
462,모음,1701,60281420.0,575758.0
886,때,1303,56067744.0,597039.0
14,충격,1076,55411193.0,755701.0
1033,집,1338,54729191.0,547150.0
800,사진,2580,54337079.0,424186.0
994,유튜버,1024,54287405.0,560581.0
74,속보,1078,53609300.0,1026786.0
141,누나,755,53459987.0,397245.0
233,살,1015,51316481.0,519673.0
1416,현재,1006,49642967.0,569618.0
480,남,1033,49471772.0,553433.0
863,법,1076,49469420.0,590351.0
24,실시간,878,48876429.0,679871.0
129,또,1226,47840839.0,664937.0
65,거,1064,46064815.0,540996.0
73,것,1220,44889942.0,478580.0
1826,가장,979,44795490.0,415886.0
126,깜짝,652,44767295.0,715864.0
241,초,931,44658902.0,605859.0
437,상황,884,43800751.0,547511.0
1499,영화,1156,43134866.0,415498.0
205,일,977,42647849.0,536589.0
1191,이재명,1059,42516109.0,1086984.0
93,촌,948,42508493.0,404701.0
1193,난리,792,42472499.0,503127.0
263,전,1180,42281418.0,492197.0
7336,블,1041,41620169.0,410875.0
893,명,1117,41311361.0,500970.0
5888,윤석열,871,41123922.0,1040551.0
3185,러시아,847,39469692.0,415817.0
2176,방법,820,39110466.0,397524.0
184,수준,740,38896322.0,436567.0
664,배우,779,38822153.0,297457.0
78,이,906,38335872.0,489893.0
1825,대한민국,758,38073941.0,527894.0
676,북한,964,36773713.0,451461.0
29,역대,847,36528841.0,419274.0
179,후,898,36439410.0,411359.0
101,생각,813,36131605.0,444019.0
52,정리,981,35797974.0,453952.0
1011,나라,739,35785523.0,446290.0
7,글,965,35749529.0,471000.0
627,현실,682,35599374.0,392240.0
174,군대,681,35565392.0,435068.0
172,위,947,35487539.0,390502.0
802,주의,1284,34726047.0,344775.0
313,나,879,34702809.0,405630.0
220,페미,600,34559762.0,686452.0
114,중,889,34386952.0,414854.0
1076,돈,785,33880590.0,365689.0
1117,한국인,663,32155306.0,352042.0
574,때문,711,32072100.0,384774.0
195,그,756,31980591.0,433915.0
591,내,887,31266726.0,336350.0
382,수,748,30985651.0,351792.0
92,남친,617,30653042.0,291832.0
892,사망,700,30398491.0,333613.0
835,화,1938,30308160.0,278545.0
1083,왜,767,30155959.0,368137.0
110,어제,753,30050522.0,396072.0
855,남편,608,29768791.0,336590.0
670,사고,787,29657614.0,304030.0
276,대한,797,29579409.0,406340.0
736,아파트,719,29539707.0,266711.0
253,회사,606,29433203.0,277010.0
1168,선수,774,29161983.0,295353.0
2126,서울,858,29094812.0,299648.0
105,키,659,29070779.0,228639.0
203,전쟁,798,28914983.0,356034.0
3307,여친,510,28736478.0,283131.0
579,의사,667,28730677.0,358176.0
1781,공개,726,28553984.0,313708.0
645,최근,668,28550822.0,297770.0
8,보고,831,28262938.0,297307.0
1085,더,767,28237169.0,327623.0
166,차,758,28082673.0,289378.0
41,민주당,822,27961704.0,820855.0
4734,아내,606,27754090.0,310518.0
368,진실,552,27734522.0,359044.0
100,지금,635,27724909.0,358650.0
531,의,773,27693202.0,306970.0
300,새끼,532,27592571.0,377479.0
646,유튜브,539,27363289.0,343147.0
2760,대해,897,27354068.0,281667.0
340,경찰,749,26691676.0,372715.0
55,온,682,26688490.0,284674.0
1456,친구,634,26284555.0,252540.0
2612,음식,547,26269492.0,219247.0
924,문화,524,26157376.0,304688.0
249,시절,578,26046066.0,282734.0
818,편,1132,25900204.0,260459.0
224,에타,430,25838147.0,428067.0
711,방송,528,25441868.0,332614.0
21,참사,501,25289461.0,301180.0
421,세,618,25138926.0,245661.0
150,이준석,605,25125295.0,544567.0
292,카페,602,24934463.0,276476.0
86,엄마,527,24865405.0,270306.0
271,부산,705,24749075.0,278812.0
389,인스타,438,24689339.0,261593.0
466,이야기,984,24589697.0,244330.0
846,특징,385,24535744.0,272788.0
412,기사,672,24482135.0,314263.0
2380,일본인,516,24339361.0,263788.0
310,공무원,555,24280068.0,298107.0
4,입,587,24258196.0,412198.0
236,인생,499,24243041.0,271689.0
1088,대통령,674,24148513.0,417418.0
703,영상,592,23940990.0,298021.0
725,최고,573,23936349.0,234338.0
69,차이,462,23736265.0,295821.0
1643,아들,513,23708129.0,282045.0
1751,삼성,535,23648767.0,259527.0
1238,못,581,23491805.0,238819.0
1281,간,574,23484296.0,271466.0
1240,직원,532,23468011.0,243832.0
2763,우크라이나,444,23448174.0,315215.0
219,점,502,23105051.0,267772.0
1425,남성,501,23013673.0,297404.0
1378,한남,382,22958235.0,376991.0
82,함,585,22936763.0,301596.0
2098,여행,1169,22924016.0,187890.0
468,딸,470,22686111.0,243565.0
815,알,540,22454158.0,239320.0
520,인,497,22416495.0,242378.0
2155,인기,417,21888213.0,202810.0
1200,블라인드,427,21874349.0,275701.0
339,다시,542,21778888.0,281230.0
732,비교,525,21731025.0,309838.0
77,시작,591,21685191.0,283266.0
281,론,401,21674892.0,399821.0
427,이번,587,21671995.0,286324.0
1834,와들와들,422,21573921.0,245017.0
1496,비,606,21471264.0,246784.0
322,우리,519,21316452.0,263839.0
58,요약,501,21284765.0,308221.0
244,별,485,21230373.0,187373.0
5164,아이돌,443,21228582.0,183176.0
1031,기,866,21206366.0,228796.0
542,국가,479,20836797.0,259650.0
533,뉴스,635,20720556.0,308715.0
485,리뷰,652,20716896.0,194689.0
3738,아이,512,20455461.0,201250.0
854,뭐,424,20209966.0,242866.0
1014,사기,519,20103305.0,206981.0
3702,스시,381,19987551.0,217427.0
883,애,434,19969674.0,226782.0
737,의외,358,19919643.0,196265.0
1616,그림,760,19839666.0,201058.0
1495,짱깨,415,19745216.0,298015.0
704,웹툰,359,19603457.0,233208.0
261,세대,388,19388039.0,234864.0
687,연예인,364,19133927.0,187318.0
1363,평가,437,19105890.0,231918.0
457,영국,470,18906944.0,195804.0
684,눈,396,18886744.0,157887.0
429,문제,474,18740507.0,227982.0
709,댓글,401,18740381.0,273147.0
1601,속,517,18670362.0,163283.0
834,실제,363,18484077.0,171769.0
695,아빠,372,18351283.0,208708.0
1567,해외,448,18335709.0,193881.0
137,정부,562,18291199.0,331975.0
1050,알바,336,18184873.0,175337.0
2254,외국인,398,18068286.0,198675.0
827,드라마,401,18067924.0,221411.0
262,분노,406,18005284.0,251784.0
214,방,408,17964354.0,179875.0
1202,국민,467,17937278.0,324249.0
3339,하루,416,17814299.0,180837.0
215,사장,390,17793268.0,190533.0
693,존나,351,17647372.0,226820.0
1532,가슴,266,17479311.0,111909.0
123,광고,351,17423269.0,200624.0
2693,이혼,356,17382972.0,200349.0
607,최신,427,17382913.0,185114.0
495,배달,347,17348567.0,179974.0
895,발견,408,17214007.0,166119.0
1784,가지,404,17201349.0,175581.0
2203,재,426,17136109.0,222293.0
2195,작가,410,17047803.0,181021.0
1332,결과,426,17019721.0,227205.0
662,피,567,16977812.0,181439.0
6981,최후,336,16931636.0,209760.0
451,본인,438,16912444.0,216831.0
133,학교,364,16769138.0,167951.0
240,발언,414,16713346.0,283573.0
1072,최악,340,16651607.0,172261.0
950,폭행,435,16609456.0,211464.0
1454,생,324,16415389.0,181790.0
555,트위터,309,16310179.0,223621.0
6277,마약,413,16195560.0,165697.0
1494,과정,425,16059405.0,176519.0
582,로,446,15942716.0,156832.0
1605,유행,277,15778453.0,133210.0
877,달,435,15776848.0,137865.0
832,사실,410,15735333.0,181112.0
7669,한동훈,518,15687078.0,409057.0
488,제,460,15658012.0,196383.0
1285,프랑스,411,15643421.0,152928.0
2765,운동,330,15639385.0,148727.0
975,모습,348,15620918.0,156228.0
299,친,351,15596836.0,170662.0
317,남녀,259,15569352.0,237821.0
1470,살인,384,15508912.0,187574.0
1256,최초,384,15503100.0,158750.0
1505,씹덕,324,15500317.0,144316.0
11157,설거지,205,15498908.0,326728.0
742,번,374,15476472.0,150986.0
27,인터뷰,415,15461292.0,218171.0
1163,신,426,15397641.0,172021.0
347,앞,378,15376137.0,185538.0
134,생활,335,15359135.0,163911.0
455,코로나,343,15353022.0,199439.0
767,백신,309,15204036.0,227685.0
6150,올림픽,312,15164332.0,201181.0
456,조선,387,15120762.0,206391.0
273,중국인,331,15094886.0,238259.0
1476,역사,524,15092623.0,161172.0
417,관련,489,15090459.0,211906.0
1338,노,368,15078776.0,183293.0
410,교사,354,15022361.0,197454.0
1420,교수,384,15004601.0,206581.0
411,손흥민,412,14935371.0,221333.0
1045,대학,303,14885395.0,144700.0
3115,순위,336,14800139.0,131423.0
2842,애니,325,14724232.0,128988.0
98,연애,302,14717354.0,145463.0
651,베트남,356,14691373.0,168052.0
3703,대만,402,14652844.0,153604.0
1463,와중,266,14621950.0,247969.0
2113,와이프,296,14577068.0,152460.0
228,폭로,326,14488907.0,189373.0
3697,주,411,14453975.0,166818.0
791,여고생,315,14444396.0,144754.0
2089,식당,330,14315852.0,144453.0
402,첫,574,14314913.0,145540.0
2205,서울대,277,14301668.0,181590.0
3633,게이,294,14287760.0,149447.0
1152,요청,356,14285430.0,271979.0
376,좆,249,14272670.0,180964.0
229,신작,323,14189966.0,146594.0
1930,비밀,310,14180072.0,140794.0
346,팬,424,14130201.0,154322.0
1644,하나,352,14128726.0,169161.0
1255,국내,368,14128543.0,146628.0
1797,고전,312,14075607.0,164739.0
1383,치킨,278,14045097.0,150023.0
148,사태,338,13987646.0,218142.0
538,박,632,13906767.0,177168.0
2068,가격,290,13864857.0,131324.0
354,입장,347,13857194.0,234306.0
6690,국제,340,13850898.0,200991.0
479,물,352,13839208.0,143097.0
4304,옛날,306,13834948.0,136519.0
1637,일침,261,13804151.0,247318.0
1336,철,336,13742801.0,136580.0
7427,도시,389,13708714.0,119847.0
2119,역사상,304,13672224.0,117350.0
318,문재인,292,13668526.0,344347.0
1874,처음,370,13611041.0,124074.0
1429,동물,340,13569525.0,142460.0
537,직업,260,13565381.0,136114.0
844,외국,263,13512602.0,161088.0
847,교육,301,13501493.0,203346.0
1043,임,326,13495752.0,177252.0
424,마지막,405,13482021.0,153042.0
4842,싸움,285,13476611.0,148965.0
2079,짤,288,13459405.0,168822.0
2029,욕,292,13347280.0,160322.0
441,출신,316,13300236.0,143638.0
890,갤러리,261,13212888.0,165767.0
1511,군인,275,13141342.0,192987.0
2186,유럽,378,13138515.0,121006.0
634,기자,327,13089813.0,199733.0
1084,공포,338,13073612.0,119991.0
2854,코스프레,341,13049639.0,151720.0
2741,여배우,219,12968220.0,90213.0
1244,지하철,293,12914347.0,148626.0
170,저격,312,12912659.0,205934.0
1205,기업,308,12888563.0,138097.0
103,놈,266,12878789.0,157473.0
403,촬영,344,12860816.0,106529.0
357,대표,391,12847009.0,167372.0
2468,독일,312,12809325.0,139093.0
1758,판,343,12726224.0,135311.0
4156,버스,330,12700915.0,139299.0
3761,제일,264,12686014.0,120432.0
532,시발,209,12639865.0,161514.0
2657,등장,309,12627880.0,149992.0
1799,사회,286,12586014.0,158848.0
4898,당한,279,12582472.0,155753.0
254,이름,304,12561410.0,119701.0
13229,유익,300,12535171.0,90853.0
2786,맨,314,12519124.0,144657.0
3518,예능,239,12500170.0,157508.0
565,시위,346,12499140.0,213712.0
1639,얼굴,231,12493964.0,114594.0
1,충,248,12418506.0,159399.0
90,정보,366,12405772.0,126125.0
1018,좀,353,12392244.0,138626.0
659,고소,280,12375916.0,206702.0
2568,발표,309,12302391.0,163588.0
1262,당근,227,12285776.0,118033.0
6481,부부,292,12256096.0,129920.0
6330,흑인,241,12252790.0,149221.0
17,정체,280,12220860.0,139729.0
131,눈물,261,12183111.0,146192.0
515,술,314,12172427.0,111332.0
10639,이태원,260,12161081.0,207901.0
1614,장면,303,12156210.0,122826.0
1963,인도,285,12106980.0,121182.0
3,문,341,12050437.0,170978.0
685,소름,229,12015335.0,158233.0
2193,자기,270,12006357.0,116681.0
534,청년,279,11970775.0,156111.0
689,라면,238,11895210.0,107878.0
1729,인간,295,11874326.0,119479.0
2964,몸,215,11853276.0,90649.0
697,고양이,329,11841103.0,149105.0
3982,금지,284,11817121.0,145850.0
1922,편의점,254,11793380.0,122965.0
4038,유명,272,11784409.0,100047.0
1414,커플,216,11724769.0,122921.0
2470,시장,305,11720733.0,130918.0
966,세상,279,11714720.0,121906.0
2292,변호사,278,11707338.0,157211.0
399,캐릭터,281,11686585.0,96608.0
3333,올해,350,11681740.0,112543.0
3255,야스,164,11678874.0,98985.0
4825,수능,213,11674964.0,132023.0
80,선,306,11668549.0,132434.0
1539,팩트,276,11633281.0,199790.0
2492,성폭행,259,11624899.0,134670.0
939,과거,264,11580385.0,139688.0
4741,소리,261,11580076.0,147114.0
6572,삶,229,11575506.0,120348.0
2922,곳,340,11532228.0,102136.0
245,롤,243,11527529.0,136199.0
776,걸,275,11523564.0,123015.0
1549,도,315,11510063.0,132054.0
446,급식,208,11501377.0,131150.0
828,장문,423,11496166.0,122269.0
3559,가족,295,11490056.0,122860.0
2118,축구,326,11476121.0,136769.0
22,김,356,11445336.0,173991.0
1382,프로,321,11424595.0,97352.0
770,전세계,239,11407175.0,107510.0
605,피해자,297,11303772.0,163113.0
4317,왕,217,11300118.0,74370.0
83,시,289,11289324.0,140288.0
3993,살해,297,11270015.0,132786.0
3405,개발,447,11257614.0,97765.0
1557,범,307,11208287.0,138963.0
1608,틀,247,11204542.0,136213.0
2180,선언,245,11185725.0,186639.0
213,야붕,143,11152244.0,183267.0
390,테러,291,11148874.0,141259.0
3958,모델,226,11102196.0,84944.0
2153,애플,281,11039581.0,101697.0
4759,고민,224,11029576.0,102628.0
3476,밥,325,11029566.0,112739.0
2221,추가,323,11027038.0,134484.0
3023,국,300,11012392.0,146590.0
3479,사용,306,10989705.0,130025.0
1658,게,284,10981844.0,137345.0
4861,부,522,10957120.0,119555.0
824,만난,268,10953838.0,121273.0
3896,폭발,260,10946696.0,157273.0
226,여경,180,10942760.0,233999.0
2092,딸배,186,10921442.0,145913.0
353,공식,265,10909575.0,127921.0
1543,인터넷,220,10882886.0,124307.0
2045,코인,224,10835066.0,127803.0
1342,고딩,190,10822544.0,102023.0
1277,불법,306,10811269.0,117966.0
609,당시,263,10756062.0,137787.0
916,대회,347,10741093.0,104054.0
1479,아버지,258,10740189.0,127727.0
719,현장,276,10728015.0,130329.0
2386,군,268,10711569.0,124834.0
408,경기,365,10676762.0,129158.0
2066,미래,250,10667048.0,132369.0
268,기술,266,10657325.0,102450.0
1063,봄,433,10629833.0,100067.0
1368,사랑,289,10622985.0,117810.0
997,의대,263,10612986.0,126670.0
2168,감동,258,10608185.0,129276.0
2156,외모,163,10607570.0,99157.0
257,겜,237,10605474.0,105116.0
979,산,326,10569129.0,104552.0
1972,이제,257,10565055.0,135329.0
1895,손,277,10548257.0,120552.0
130,떳다,206,10542376.0,173966.0
3785,갤럭시,254,10527148.0,103196.0
1747,도쿄,477,10516675.0,86463.0
3123,걸그룹,174,10482802.0,93672.0
4322,대남,191,10437545.0,181765.0
500,인증,214,10433268.0,134766.0
2791,다른,265,10387467.0,112696.0
265,황,301,10385413.0,122673.0
6100,미군,236,10374804.0,135789.0
1737,건,311,10373424.0,134056.0
2259,신고,284,10348947.0,144152.0
3980,준,264,10317680.0,125256.0
149,분석,284,10300057.0,132903.0
1584,관,282,10284929.0,138633.0
1983,이상,260,10261807.0,104059.0
812,급,236,10255181.0,112549.0
2667,카톡,187,10254514.0,102469.0
1115,폐지,224,10176667.0,221970.0
1546,줄,250,10172201.0,95173.0
787,공익,189,10153545.0,148577.0
1002,안철수,231,10153264.0,265526.0
314,이해,234,10091814.0,114462.0
1928,서양,179,10079101.0,93647.0
801,장,723,10072778.0,72021.0
3161,디즈니,236,10055464.0,93291.0
393,확정,262,10045933.0,138072.0
1904,배,291,10045204.0,108737.0
3749,오징어,161,10038628.0,132048.0
1430,만,358,10019156.0,118505.0
2642,학생,226,9997783.0,100134.0
104,탑,191,9972484.0,98418.0
1673,할머니,233,9951959.0,113814.0
5912,병원,292,9937782.0,117851.0
8196,백종원,238,9925653.0,93885.0
4574,단체,264,9905920.0,196096.0
590,네이버,200,9905571.0,131826.0
1261,시대,248,9887854.0,115212.0
691,여자친구,202,9844097.0,85734.0
2033,절대,185,9837569.0,111343.0
599,페이커,175,9835855.0,166408.0
1528,나이,199,9835180.0,114215.0
2965,머리,254,9834985.0,102935.0
967,씨발,161,9792225.0,131947.0
4272,커뮤니티,172,9711116.0,136666.0
708,새,315,9695885.0,98986.0
734,거부,246,9687720.0,148847.0
454,팀,275,9680270.0,114698.0
903,선물,258,9668900.0,101261.0
1767,단,264,9653014.0,127432.0
718,축제,272,9648123.0,99723.0
1640,감독,314,9620760.0,103062.0
563,멸망,208,9534499.0,158425.0
2439,의혹,322,9492146.0,147427.0
897,택시,252,9479406.0,104486.0
1160,손님,224,9464948.0,91273.0
1739,주식,228,9462896.0,96048.0
517,전설,237,9458528.0,92523.0
5240,뒤,244,9432271.0,101070.0
3581,포켓몬,255,9418056.0,79687.0
3221,자살,165,9402137.0,110417.0
1030,방문,388,9354987.0,101369.0
3247,우리나라,190,9343106.0,109599.0
1471,난,230,9335587.0,109526.0
2776,캣맘,234,9333172.0,154849.0
2650,임신,160,9319827.0,91962.0
3064,소녀,297,9314034.0,89658.0
1541,저,236,9304816.0,105744.0
586,달라,249,9294999.0,101501.0
1184,그린,336,9281850.0,91591.0
653,폰,190,9275645.0,82813.0
1872,강남,197,9262577.0,83235.0
1775,소개팅,170,9258780.0,77293.0
5572,기안,211,9209989.0,96640.0
155,기념,388,9168011.0,117914.0
12,광기,173,9166622.0,108825.0
1175,사과,249,9159431.0,137448.0
305,페북,260,9155346.0,188030.0
1796,보,272,9146431.0,103958.0
4221,빌런,217,9135023.0,82860.0
2431,위해,267,9078088.0,121000.0
4509,똥,196,9070471.0,100021.0
406,용,312,9054972.0,94491.0
2951,광주,222,9023034.0,164753.0
849,예정,233,9013351.0,96628.0
111,메이플,177,9002591.0,100541.0
638,쿠팡,167,8998958.0,88796.0
1462,상남자,162,8981235.0,106604.0
1170,를,251,8973385.0,98744.0
1203,힘,222,8963634.0,183131.0
2406,이후,229,8961024.0,105275.0
1975,스타,281,8950373.0,79507.0
1982,추억,268,8947871.0,78265.0
3776,저출산,197,8936564.0,131349.0
237,최대,231,8926080.0,95212.0
397,제작,399,8916752.0,83372.0
2990,체포,248,8889303.0,100319.0
551,디시,158,8879902.0,125343.0
2583,인식,175,8849899.0,110033.0
3649,가수,197,8846400.0,75366.0
671,념글,203,8792853.0,130103.0
3509,유출,201,8772508.0,91785.0
20,피자,206,8753417.0,84912.0
316,원인,194,8740087.0,113162.0
182,변화,206,8721590.0,84586.0
1777,발,238,8712460.0,91745.0
3351,여가부,171,8711832.0,226028.0
3560,경제,242,8688722.0,93805.0
969,인천,257,8667789.0,105676.0
3953,혼자,231,8603193.0,86825.0
3718,정신,206,8587233.0,108239.0
803,개월,235,8545290.0,88526.0
987,화장실,171,8543883.0,86059.0
1916,오피,169,8543584.0,107013.0
1836,신기,187,8540625.0,67318.0
727,검사,217,8535715.0,116080.0
1358,패션,160,8527051.0,66001.0
3528,홍준표,192,8449395.0,191829.0
619,아이폰,199,8436022.0,77245.0
439,해,202,8433645.0,86604.0
1318,직접,270,8417485.0,98375.0
282,머스크,202,8414634.0,92337.0
2479,체감,150,8390863.0,76823.0
359,단독,323,8375530.0,158224.0
4007,환자,203,8363437.0,90747.0
3627,경악,185,8354678.0,99861.0
1691,부모,186,8352244.0,94278.0
637,토론,172,8350996.0,175153.0
2532,범죄,225,8342480.0,100508.0
2688,아기,205,8341301.0,103469.0
796,카카오,170,8338325.0,94540.0
2095,고백,190,8321354.0,85456.0
3902,시간,209,8319420.0,78150.0
242,사이트,154,8311228.0,110899.0
1847,발생,232,8291914.0,92081.0
1222,인류,196,8254535.0,69922.0
5863,커뮤,173,8250461.0,107473.0
2971,마블,212,8247005.0,73562.0
1128,지원,236,8245898.0,140589.0
1443,요리,292,8240469.0,71623.0
5817,원피스,161,8236406.0,64869.0
731,몸매,96,8229524.0,53596.0
3791,대구,214,8219472.0,90505.0
913,불륜,179,8213890.0,69854.0
3315,펌,218,8201800.0,102541.0
136,재앙,188,8193829.0,200001.0
3189,마,251,8182441.0,118371.0
1138,월,186,8175540.0,82573.0
3464,위기,225,8173374.0,77187.0
764,빵,202,8172825.0,66658.0
2056,쇼,205,8156409.0,106615.0
1630,병신,161,8153951.0,110511.0
2,해명,198,8132220.0,98011.0
524,사이,169,8127654.0,80527.0
2619,현대,209,8112464.0,79078.0
523,초딩,154,8072235.0,92647.0
1162,지방,206,8045490.0,81049.0
1226,현직,186,8045340.0,94444.0
6275,가게,181,8020610.0,82109.0
862,성인,156,8009658.0,96606.0
3860,호텔,210,7997624.0,68104.0
1194,마켓,143,7983267.0,78706.0
1230,병,195,7978065.0,78121.0
2484,치어리더,186,7974124.0,34984.0
6032,집단,186,7962071.0,97511.0
926,반대,213,7941114.0,163783.0
1409,시리즈,272,7920931.0,66825.0
1389,출시,212,7910216.0,58613.0
1516,아저씨,216,7897778.0,91244.0
3014,선택,182,7891596.0,99468.0
2178,대전,243,7885342.0,78103.0
5421,내용,224,7868316.0,87428.0
3500,이미지,156,7850783.0,87243.0
2420,소,240,7844917.0,77105.0
769,출산율,159,7844383.0,116156.0
3350,인물,211,7825406.0,78026.0
1058,포기,178,7796391.0,93275.0
2276,일진,153,7795923.0,79646.0
1053,천조국,150,7791801.0,94903.0
4454,강사,145,7774129.0,98807.0
1026,마스크,133,7770811.0,73437.0
3810,발작,173,7768834.0,130385.0
3234,만들기,357,7731954.0,75277.0
583,실체,160,7731407.0,107125.0
6068,피해,222,7722724.0,98281.0
486,국뽕,149,7709538.0,120622.0
398,진,215,7695215.0,89167.0
1906,지역,223,7684403.0,92675.0
910,표절,174,7679426.0,96163.0
1885,기록,241,7663027.0,84644.0
1918,아프리카,153,7653569.0,76846.0
856,월급,159,7649934.0,81553.0
928,가짜,198,7630128.0,102376.0
2981,구,199,7618511.0,86159.0
3681,대학생,153,7616493.0,83844.0
5729,트럼프,239,7588842.0,84060.0
1348,후방,131,7571440.0,65843.0
3077,정치,204,7569170.0,136292.0
18,동네,194,7565318.0,70782.0
688,맛,182,7558361.0,73504.0
540,지구촌,325,7552489.0,56870.0
1520,자동차,223,7538189.0,66945.0
191,킹,181,7532043.0,129348.0
1118,성추행,177,7526803.0,94652.0
4565,약,179,7526226.0,72359.0
285,및,342,7511365.0,69190.0
3619,리,282,7502527.0,76240.0
493,정도,190,7498957.0,77946.0
993,대기업,141,7494452.0,74999.0
7426,미국인,155,7483436.0,80280.0
5525,태국,196,7474648.0,64705.0
331,옴,352,7461615.0,73590.0
1156,데이터,393,7455909.0,53600.0
779,요구,211,7451775.0,98928.0
525,중인,172,7436356.0,77456.0
1873,민,190,7427492.0,122933.0
1077,패,168,7423092.0,118194.0
4180,박살,163,7411638.0,105606.0
2333,공부,144,7399705.0,83234.0
4003,평균,124,7396040.0,80055.0
420,섹스,96,7390670.0,59173.0
1056,학폭,175,7379738.0,80596.0
2546,은근,135,7376024.0,69352.0
2423,아줌마,132,7359195.0,100601.0
2834,조선족,132,7354660.0,163919.0
3403,대선,176,7340566.0,149426.0
1502,준비,199,7337276.0,83754.0
1721,골,215,7329092.0,84174.0
1649,여동생,131,7318475.0,80816.0
1652,유저,157,7312253.0,81795.0
762,길거리,160,7308609.0,68024.0
793,자랑,174,7307065.0,79526.0
4583,상태,149,7300751.0,75793.0
1566,훈련,220,7298651.0,79159.0
1016,자,200,7285379.0,83784.0
2895,출연,173,7272544.0,75196.0
654,몰카,135,7266783.0,90407.0
1726,실사,172,7250578.0,65691.0
11893,건물,203,7248324.0,67390.0
31,언,104,7237320.0,105310.0
2366,협박,201,7230795.0,97660.0
1986,업계,153,7224008.0,68302.0
726,쓰레기,191,7216146.0,78202.0
626,스포츠,177,7206746.0,80286.0
5930,국힘,205,7188840.0,168397.0
598,실화,187,7186828.0,83644.0
899,인종차별,155,7149053.0,87919.0
4041,넷플릭스,128,7144116.0,64230.0
2627,알쏭달쏭,145,7139443.0,71712.0
3434,주장,215,7136010.0,113074.0
1607,수술,149,7131865.0,67223.0
4568,간호사,143,7123410.0,76812.0
1078,드립,131,7123352.0,87381.0
3632,해결,174,7116870.0,92078.0
1182,부자,152,7114356.0,67045.0
4084,불,235,7095649.0,77245.0
1357,시험,148,7085428.0,71839.0
2753,순간,167,7060038.0,73339.0
721,다이어트,163,7046954.0,45979.0
6,호,222,7042981.0,77761.0
3332,운전,189,7039777.0,74651.0
3873,밤,203,7014538.0,64030.0
278,꼴릿꼴릿,94,7009490.0,51336.0
1059,갑자기,163,6998950.0,75015.0
2078,근본,143,6976811.0,87339.0
7712,인정,190,6964174.0,86375.0
5392,연봉,147,6959499.0,67845.0
2400,등,268,6946400.0,83672.0
1752,전자,160,6940328.0,66378.0
5035,호주,193,6938414.0,79102.0
5295,일상,204,6937234.0,76009.0
3415,혐,144,6936606.0,76408.0
4453,학원,148,6932781.0,82977.0
312,너,193,6923395.0,78475.0
5779,관리,174,6901560.0,74793.0
167,코,221,6886982.0,87050.0
3318,강아지,180,6885975.0,75183.0
1785,업,168,6878336.0,105192.0
2767,제주도,265,6875546.0,59611.0
1329,분위기,140,6869830.0,68491.0
4800,대학교,142,6863839.0,66756.0
2275,고,169,6860683.0,80157.0
838,맘,156,6840707.0,90359.0
2042,후보,192,6822779.0,119842.0
8099,부동산,203,6815018.0,87268.0
10302,김건희,223,6801503.0,109175.0
2240,최강,188,6799790.0,72831.0
707,스,237,6789678.0,61331.0
256,금,165,6770240.0,63084.0
906,판녀,116,6760647.0,79593.0
3682,차량,239,6758743.0,66606.0
7520,장관,204,6754698.0,140237.0
3431,윤,221,6746778.0,126281.0
5219,동안,193,6743267.0,59293.0
3885,식,159,6714849.0,79123.0
772,연,166,6713168.0,97140.0
432,개념,146,6711402.0,103721.0
760,검열,126,6709939.0,115020.0
2872,망,169,6706225.0,82131.0
970,두,179,6701114.0,75818.0
2269,그냥,173,6697880.0,70486.0
958,조국,194,6695586.0,127681.0
1032,성매매,112,6684657.0,93555.0
4190,결말,134,6677062.0,75959.0
2336,실수,146,6661941.0,61778.0
116,공격,186,6655670.0,97146.0
4569,직장,142,6644094.0,68827.0
15316,퐁퐁,127,6638694.0,101652.0
649,시즌,224,6637835.0,76430.0
1060,은,206,6636360.0,82298.0
1498,개인,175,6634124.0,84959.0
1727,소식,186,6633901.0,68400.0
1263,잼민,110,6628627.0,92168.0
1802,수사,240,6618160.0,125991.0
4801,디자인,176,6570462.0,53847.0
1062,정,185,6554126.0,78501.0
2711,거리,174,6550177.0,72135.0
3687,추천,203,6545231.0,50585.0
1789,무,180,6543642.0,72857.0
3323,작품,189,6541882.0,58575.0
